from,to,interaction_type
CSNK2A1,MAP1B_S1211,kinase-substrate
PRKCB,AP2M1_S236,kinase-substrate
PRKCA,AP2M1_S236,kinase-substrate
RPS6KA2,AP2M1_S236,kinase-substrate
RAF1,PRKCD_T507,kinase-substrate
AKT3,PRKCD_T507,kinase-substrate
MAPK7,PRKCD_T507,kinase-substrate
PRKCG,PRKCD_T507,kinase-substrate
MAP2K2,PRKCD_T507,kinase-substrate
MAP2K4,PRKCD_T507,kinase-substrate
PDK1,PRKCD_T507,kinase-substrate
MAP2K1,PRKCD_T507,kinase-substrate
ARAF,PRKCD_T507,kinase-substrate
PAK1,PRKCD_T507,kinase-substrate
PRKCH,PRKCD_T507,kinase-substrate
ADRBK1,PRKCD_T507,kinase-substrate
PRKCT,PRKCD_T507,kinase-substrate
RAF1,VIM_S72,kinase-substrate
PRKACA,VIM_S72,kinase-substrate
AURKB,VIM_S72,kinase-substrate
CAMK2D,VIM_S72,kinase-substrate
CAMK2B,VIM_S72,kinase-substrate
ROCK1,VIM_S72,kinase-substrate
PAK2,VIM_S72,kinase-substrate
MAK,VIM_S72,kinase-substrate
CLK3_S157,CLK3,phosphosite-protein
CLK3_S157,CLK3,phosphosite-protein
CLK3_S157,CLK3,phosphosite-protein
CSNK2A1,JPH3_S710,kinase-substrate
PRKCE_S234,PRKCE,phosphosite-protein
PRKCE_S234,PRKCE,phosphosite-protein
PRKCE_S234,PRKCE,phosphosite-protein
PRKCE_S234,PRKCE,phosphosite-protein
PRKCE_S234,PRKCE,phosphosite-protein
PRKCE_S234,PRKCE,phosphosite-protein
PRKCE_S234,PRKCE,phosphosite-protein
PRKCE_S234,PRKCE,phosphosite-protein
PRKCE_S234,PRKCE,phosphosite-protein
PRKCE_S234,PRKCE,phosphosite-protein
PRKCE_S234,PRKCE,phosphosite-protein
PRKCE_S234,PRKCE,phosphosite-protein
PRKCE_S234,PRKCE,phosphosite-protein
PRKCE_S234,PRKCE,phosphosite-protein
PRKCE_S388,PRKCE,phosphosite-protein
PRKCE_S388,PRKCE,phosphosite-protein
PRKCE_S388,PRKCE,phosphosite-protein
PRKCE_S388,PRKCE,phosphosite-protein
PRKCE_S388,PRKCE,phosphosite-protein
PRKCE_S388,PRKCE,phosphosite-protein
PRKCE_S329,PRKCE,phosphosite-protein
PRKCE_S329,PRKCE,phosphosite-protein
PRKCE_S329,PRKCE,phosphosite-protein
PRKCE_S329,PRKCE,phosphosite-protein
PRKCE_S329,PRKCE,phosphosite-protein
PRKCE_S329,PRKCE,phosphosite-protein
PRKCE_S350,PRKCE,phosphosite-protein
PRKCE_S350,PRKCE,phosphosite-protein
PRKCE_S350,PRKCE,phosphosite-protein
PRKCE_S350,PRKCE,phosphosite-protein
PRKCE_S350,PRKCE,phosphosite-protein
PRKCE_S350,PRKCE,phosphosite-protein
PRKCE_S346,PRKCE,phosphosite-protein
PRKCE_S346,PRKCE,phosphosite-protein
PRKCE_S346,PRKCE,phosphosite-protein
PRKCE_S346,PRKCE,phosphosite-protein
PRKCE_S346,PRKCE,phosphosite-protein
PRKCE_S346,PRKCE,phosphosite-protein
PRKCE_S346,PRKCE,phosphosite-protein
PRKCE_S346,PRKCE,phosphosite-protein
PRKCE_S346,PRKCE,phosphosite-protein
PRKCE_S346,PRKCE,phosphosite-protein
PRKCE_S346,PRKCE,phosphosite-protein
PRKCE_S346,PRKCE,phosphosite-protein
PRKCE_S346,PRKCE,phosphosite-protein
PRKCE_S346,PRKCE,phosphosite-protein
PRKCE_T349,PRKCE,phosphosite-protein
PRKCE_T349,PRKCE,phosphosite-protein
PRKCE_T349,PRKCE,phosphosite-protein
PRKCE_T349,PRKCE,phosphosite-protein
PRKCE_S316,PRKCE,phosphosite-protein
PRKCE_S316,PRKCE,phosphosite-protein
PRKCE_S316,PRKCE,phosphosite-protein
PRKCE_S316,PRKCE,phosphosite-protein
PRKCE_S316,PRKCE,phosphosite-protein
PRKCE_S316,PRKCE,phosphosite-protein
PRKCE_S316,PRKCE,phosphosite-protein
PRKCE_S316,PRKCE,phosphosite-protein
PRKCE_S316,PRKCE,phosphosite-protein
PRKCE_S316,PRKCE,phosphosite-protein
PRKCE_S316,PRKCE,phosphosite-protein
PRKCE_S316,PRKCE,phosphosite-protein
PRKCE_S316,PRKCE,phosphosite-protein
PRKAR2B,PRKCE,protein-protein
YWHAZ,PRKCE,protein-protein
PRKAR2A,PRKCE,protein-protein
PRKCE_S337,PRKCE,phosphosite-protein
PRKCE_S337,PRKCE,phosphosite-protein
PRKCE_S337,PRKCE,phosphosite-protein
PRKCE_S337,PRKCE,phosphosite-protein
PRKCE_S337,PRKCE,phosphosite-protein
PRKCE_S336,PRKCE,phosphosite-protein
PRKCE_S336,PRKCE,phosphosite-protein
PRKCE_S336,PRKCE,phosphosite-protein
PRKCE_S336,PRKCE,phosphosite-protein
PRKCE_S336,PRKCE,phosphosite-protein
PRKCE_S336,PRKCE,phosphosite-protein
PRKCE_S336,PRKCE,phosphosite-protein
PRKCE_S336,PRKCE,phosphosite-protein
PRKCE_S336,PRKCE,phosphosite-protein
PARD6A,PRKCE,protein-protein
PRKCE_S368,PRKCE,phosphosite-protein
PRKCE_S368,PRKCE,phosphosite-protein
PRKCE_S368,PRKCE,phosphosite-protein
PRKCE_S368,PRKCE,phosphosite-protein
PRKCE_S368,PRKCE,phosphosite-protein
PRKCE_S368,PRKCE,phosphosite-protein
PRKCE_S368,PRKCE,phosphosite-protein
PRKCE_S368,PRKCE,phosphosite-protein
PRKCE_S368,PRKCE,phosphosite-protein
PRKCE_S368,PRKCE,phosphosite-protein
PRKCE_S368,PRKCE,phosphosite-protein
PRKCE_S368,PRKCE,phosphosite-protein
PRKCE_S368,PRKCE,phosphosite-protein
PRKCE_S334,PRKCE,phosphosite-protein
PRKCE_S334,PRKCE,phosphosite-protein
PRKCE_S334,PRKCE,phosphosite-protein
PRKCE_S334,PRKCE,phosphosite-protein
PRKCE_S334,PRKCE,phosphosite-protein
PRKCE_S334,PRKCE,phosphosite-protein
PRKCE_S334,PRKCE,phosphosite-protein
PRKCE_S334,PRKCE,phosphosite-protein
PRKCE_S334,PRKCE,phosphosite-protein
PKN1,PRKCE,protein-protein
PRKCE_T710,PRKCE,phosphosite-protein
PRKCE_T710,PRKCE,phosphosite-protein
PRKCE_S729,PRKCE,phosphosite-protein
PRKCE_S729,PRKCE,phosphosite-protein
PRKCE_S729,PRKCE,phosphosite-protein
PRKCE_S729,PRKCE,phosphosite-protein
PRKCE_S729,PRKCE,phosphosite-protein
PRKCE_S729,PRKCE,phosphosite-protein
PRKCE_S729,PRKCE,phosphosite-protein
PRKCE_S729,PRKCE,phosphosite-protein
PRKCE_S729,PRKCE,phosphosite-protein
PRKCE_S729,PRKCE,phosphosite-protein
PRKCE_S729,PRKCE,phosphosite-protein
PRKCE_S729,PRKCE,phosphosite-protein
PRKCE_S729,PRKCE,phosphosite-protein
PRKCE_S729,PRKCE,phosphosite-protein
PKD1,CFL1_S41,kinase-substrate
ROCK1,CFL1_S41,kinase-substrate
GSK3B,CLIP2_S49,kinase-substrate
GRK1,RAB8A_S185,kinase-substrate
TGFBR2,SPTBN1_T2121,kinase-substrate
CSNK2A1,SPTBN1_T2121,kinase-substrate
MAPK1,GORASP2_S451,kinase-substrate
CSNK2A2,MAP1B_S1144,kinase-substrate
CSNK2A1,MAP1B_S1144,kinase-substrate
CSNK2A1,PDAP1_S60,kinase-substrate
PRKCB,PTDSS1_S455,kinase-substrate
PRKCA,PTDSS1_S455,kinase-substrate
DMPK,PPP1R12A_T696,kinase-substrate
RAF1,PPP1R12A_T696,kinase-substrate
PRKG1,PPP1R12A_T696,kinase-substrate
ROCK2,PPP1R12A_T696,kinase-substrate
CAMK2D,PPP1R12A_T696,kinase-substrate
CAMK2G,PPP1R12A_T696,kinase-substrate
CAMK2B,PPP1R12A_T696,kinase-substrate
ROCK1,PPP1R12A_T696,kinase-substrate
DAPK3,PPP1R12A_T696,kinase-substrate
PRKACA,STMN1_S63,kinase-substrate
CDK1,NUCKS1_S214,kinase-substrate
MAPK8,MAP1B_S1203,kinase-substrate
GSK3B,MAP1B_S1203,kinase-substrate
GSK3A,MAP1B_S1203,kinase-substrate
CSNK1D,MAP1B_S1203,kinase-substrate
CLK1,SRRM2_S894,kinase-substrate
FYN,PAK2,protein-protein
PAK4,PAK2,protein-protein
PXN,PAK2,protein-protein
ARHGEF6,PAK2,protein-protein
PAK2_T143,PAK2,phosphosite-protein
PAK2_T143,PAK2,phosphosite-protein
PAK2_T143,PAK2,phosphosite-protein
PAK2_T143,PAK2,phosphosite-protein
PAK2_T143,PAK2,phosphosite-protein
PAK2_T143,PAK2,phosphosite-protein
ARHGEF7,PAK2,protein-protein
PTK2,PAK2,protein-protein
NCK1,PAK2,protein-protein
PAK2_S141,PAK2,phosphosite-protein
PAK2_S141,PAK2,phosphosite-protein
PAK2_S141,PAK2,phosphosite-protein
PAK2_S141,PAK2,phosphosite-protein
PAK2_S141,PAK2,phosphosite-protein
PAK2_S141,PAK2,phosphosite-protein
PAK2_S141,PAK2,phosphosite-protein
PAK1,PAK2,protein-protein
SRC,PAK2,protein-protein
CDK1,CSNK2B_S209,kinase-substrate
PRKAR2B,PKN1,protein-protein
PRKAR2A,PKN1,protein-protein
PKN1_T774,PKN1,phosphosite-protein
PKN1_T774,PKN1,phosphosite-protein
PRKCE,PKN1,protein-protein
RAF1,VIM_S430,kinase-substrate
PRKDC,VIM_S430,kinase-substrate
ROCK1,VIM_S430,kinase-substrate
MAK,VIM_S430,kinase-substrate
GSK3B,PTEN_S385,kinase-substrate
GSK3A,PTEN_S385,kinase-substrate
MAP2K4,PTEN_S385,kinase-substrate
PDK1,PTEN_S385,kinase-substrate
ROCK1,PTEN_S385,kinase-substrate
CSNK2A2,PTEN_S385,kinase-substrate
CSNK2A1,PTEN_S385,kinase-substrate
CAMK2D,NEFL_S60,kinase-substrate
CAMK2G,NEFL_S60,kinase-substrate
CAMK2B,NEFL_S60,kinase-substrate
CSNK1D,NEFL_S60,kinase-substrate
PRKD1_S742,PRKD1,phosphosite-protein
PRKD1_S742,PRKD1,phosphosite-protein
PRKD1_S742,PRKD1,phosphosite-protein
PRKD1_S742,PRKD1,phosphosite-protein
PRKD1_S742,PRKD1,phosphosite-protein
PRKD1_S742,PRKD1,phosphosite-protein
PRKD1_S742,PRKD1,phosphosite-protein
CDK1,RAB8A_S181,kinase-substrate
MAPK1,KCND2_S616,kinase-substrate
CAMK2B,KCND2_S616,kinase-substrate
CSNK2A1,RSF1_S1345,kinase-substrate
CAMK2A,ADCY1_S550,kinase-substrate
PRKACG,ADCY1_S550,kinase-substrate
PRKACB,ADCY1_S550,kinase-substrate
MAPK3,MAP2K1,protein-protein
MAPK1,MAP2K1,protein-protein
RAF1,MAP2K1,protein-protein
MAP2K2,MAP2K1,protein-protein
MAP2K1_T386,MAP2K1,phosphosite-protein
MAP2K1_T386,MAP2K1,phosphosite-protein
MAP2K1_T386,MAP2K1,phosphosite-protein
MAP2K1_T386,MAP2K1,phosphosite-protein
MAP2K1_T386,MAP2K1,phosphosite-protein
MAP2K1_T386,MAP2K1,phosphosite-protein
MAP2K1_T386,MAP2K1,phosphosite-protein
MAP2K1_T386,MAP2K1,phosphosite-protein
MAP2K1_T386,MAP2K1,phosphosite-protein
MAP2K1_T386,MAP2K1,phosphosite-protein
ARRB1,MAP2K1,protein-protein
YWHAE,MAP2K1,protein-protein
KSR1,MAP2K1,protein-protein
YWHAQ,MAP2K1,protein-protein
YWHAZ,MAP2K1,protein-protein
BRAF,MAP2K1,protein-protein
LLGL1,PRKCI,protein-protein
SQSTM1,PRKCI,protein-protein
CTNNA1,PRKCI,protein-protein
CTNNB1,PRKCI,protein-protein
PARD6A,PRKCI,protein-protein
PRKCI_T412,PRKCI,phosphosite-protein
PRKCI_T412,PRKCI,phosphosite-protein
PRKCI_T412,PRKCI,phosphosite-protein
PRKCI_T412,PRKCI,phosphosite-protein
PRKCI_S411,PRKCI,phosphosite-protein
PRKCI_S411,PRKCI,phosphosite-protein
PRKCI_S411,PRKCI,phosphosite-protein
PRKCI_S411,PRKCI,phosphosite-protein
PRKCI_S411,PRKCI,phosphosite-protein
CDK7,XPC_S122,kinase-substrate
CDK7,XPC_S129,kinase-substrate
CSNK1D,XPC_S129,kinase-substrate
CSNK2A1,XPC_S122,kinase-substrate
CSNK2A1,XPC_S129,kinase-substrate
RAF1,VIM_S7,kinase-substrate
CSNK1A1,VIM_S7,kinase-substrate
AURKB,VIM_S7,kinase-substrate
CAMK2D,VIM_S7,kinase-substrate
PRKCA,VIM_S7,kinase-substrate
CAMK2B,VIM_S7,kinase-substrate
ROCK1,VIM_S7,kinase-substrate
PAK2,VIM_S7,kinase-substrate
PLK1,VIM_S7,kinase-substrate
MAK,VIM_S7,kinase-substrate
STK10,STK10_T185,kinase-substrate
MAPK3,MARCKS_S118,kinase-substrate
CDK2,MARCKS_S118,kinase-substrate
MAPK1,MARCKS_S118,kinase-substrate
PRKCB,NEFL_S34,kinase-substrate
PRKCA,NEFL_S34,kinase-substrate
CAMK2B,NEFL_S34,kinase-substrate
AKT1,GSK3A_S21,kinase-substrate
PRKCB,GSK3A_S21,kinase-substrate
RPS6KA3,GSK3A_S21,kinase-substrate
CSNK1G1,GSK3A_S21,kinase-substrate
AKT3,GSK3A_S21,kinase-substrate
PRKACA,GSK3A_S21,kinase-substrate
AKT2,GSK3A_S21,kinase-substrate
PRKCG,GSK3A_S21,kinase-substrate
PRKCD,GSK3A_S21,kinase-substrate
PDK1,GSK3A_S21,kinase-substrate
PRKCA,GSK3A_S21,kinase-substrate
PRKCH,GSK3A_S21,kinase-substrate
IKBKE,GSK3A_S21,kinase-substrate
AKT1,RPS6KB1,protein-protein
MTOR,RPS6KB1,protein-protein
RPS6KB1_S394,RPS6KB1,phosphosite-protein
RPS6KB1_S394,RPS6KB1,phosphosite-protein
RPS6KB1_S394,RPS6KB1,phosphosite-protein
RPS6KB1_S394,RPS6KB1,phosphosite-protein
RPS6KB1_S394,RPS6KB1,phosphosite-protein
RPS6KB1_S394,RPS6KB1,phosphosite-protein
RPS6KB1_S394,RPS6KB1,phosphosite-protein
RPS6KB1_S394,RPS6KB1,phosphosite-protein
PTGES3,RPS6KB1,protein-protein
HSP90AA1,RPS6KB1,protein-protein
DKC1,RPS6KB1,protein-protein
RPTOR,RPS6KB1,protein-protein
CSNK2A1,HTT_S1874,kinase-substrate
PLK1,SLK_S189,kinase-substrate
CSNK2A1,EIF5B_S186,kinase-substrate
ROCK2,MYL9_T19,kinase-substrate
ROCK1,MYL9_T19,kinase-substrate
CDC42BPA,MYL9_T19,kinase-substrate
DAPK3,MYL9_T19,kinase-substrate
CIT,MYL9_T19,kinase-substrate
MYLK,MYL9_T19,kinase-substrate
CSNK2A1,STXBP5_S1058,kinase-substrate
CDK5,DPYSL5_T509,kinase-substrate
CSNK2A1,PDAP1_S63,kinase-substrate
PRKCG,MARCKS_S77,kinase-substrate
CAMK2A,GFPT1_S261,kinase-substrate
PRKAA1,GFPT1_S261,kinase-substrate
CDK1,NUCKS1_S204,kinase-substrate
CDK2,MARCKS_S135,kinase-substrate
MAPK1,MARCKS_S135,kinase-substrate
PRKCG,MARCKS_S135,kinase-substrate
PRKCG,MARCKS_T120,kinase-substrate
PRKCB,SPTBN1_S2358,kinase-substrate
PRKACA,SPTBN1_S2358,kinase-substrate
PRKCZ,SPTBN1_S2358,kinase-substrate
PRKCA,SPTBN1_S2358,kinase-substrate
TGFBR2,SPTBN1_S2358,kinase-substrate
CDK5,DPYSL5_T514,kinase-substrate
CSNK2A1,PDCD5_S119,kinase-substrate
GSK3B,SYN1_T667,kinase-substrate
PAK2,SYN1_T667,kinase-substrate
PAK3,SYN1_T667,kinase-substrate
CAMK1,SYN1_T667,kinase-substrate
ARAF,SYN1_T667,kinase-substrate
PAK1,SYN1_T667,kinase-substrate
PRKCB,PAK2_S141,kinase-substrate
MAP2K7,PAK2_S141,kinase-substrate
RAF1,PAK2_S141,kinase-substrate
MAP2K4,PAK2_S141,kinase-substrate
PRKCE,PAK2_S141,kinase-substrate
PAK2,PAK2_S141,kinase-substrate
MAP2K1,PAK2_S141,kinase-substrate
PRKCB,PRKCD_S664,kinase-substrate
RAF1,PRKCD_S664,kinase-substrate
PRKCG,PRKCD_S664,kinase-substrate
PRKDC,PRKCD_S664,kinase-substrate
PRKCD,PRKCD_S664,kinase-substrate
PRKCZ,PRKCD_S664,kinase-substrate
PDK1,PRKCD_S664,kinase-substrate
PRKCA,PRKCD_S664,kinase-substrate
PRKCE,PRKCD_S664,kinase-substrate
ARAF,PRKCD_S664,kinase-substrate
PAK1,PRKCD_S664,kinase-substrate
PRKCH,PRKCD_S664,kinase-substrate
ADRBK1,PRKCD_S664,kinase-substrate
PRKCT,PRKCD_S664,kinase-substrate
CDK2,MARCKS_S26,kinase-substrate
PRKCG,MARCKS_S26,kinase-substrate
PRKCD,MARCKS_S26,kinase-substrate
PRKCA,MARCKS_S26,kinase-substrate
RAF1,NF1_S2543,kinase-substrate
BCKDK,CKB_T35,kinase-substrate
CDK2,MARCKS_S27,kinase-substrate
MAPK1,MARCKS_S27,kinase-substrate
PRKAA2,PPP1R12C_S452,kinase-substrate
PRKAA1,PPP1R12C_S452,kinase-substrate
CDC42BPA,PPP1R12C_S452,kinase-substrate
MAP2K2,PRKCD_Y646,kinase-substrate
MAP2K4,PRKCD_Y646,kinase-substrate
MAP2K1,PRKCD_Y646,kinase-substrate
INSR,PRKCD_Y646,kinase-substrate
SRC,PRKCD_Y646,kinase-substrate
LYN,PRKCD_Y646,kinase-substrate
PDGFRB,PRKCD_Y646,kinase-substrate
PRKACA,TPPP_S159,kinase-substrate
ADRBK1,TPPP_S159,kinase-substrate
PRKCH,PRKCE_T710,kinase-substrate
PRKCT,PRKCE_T710,kinase-substrate
CSNK2A1,RANBP3_S539,kinase-substrate
CAMK2D,NEFL_S472,kinase-substrate
CAMK2B,NEFL_S472,kinase-substrate
CSNK1D,NEFL_S472,kinase-substrate
CSNK2A1,NEFL_S472,kinase-substrate
MAPK3,MARCKS_S81,kinase-substrate
MAPK1,MARCKS_S81,kinase-substrate
ATM,COPS3_S410,kinase-substrate
AKT1,PDPK1_S241,kinase-substrate
SGK1,PDPK1_S241,kinase-substrate
RPS6KA3,PDPK1_S241,kinase-substrate
AKT3,PDPK1_S241,kinase-substrate
AKT2,PDPK1_S241,kinase-substrate
SGK3,PDPK1_S241,kinase-substrate
PRKCD,PDPK1_S241,kinase-substrate
PDK1,PDPK1_S241,kinase-substrate
PRKCE,PDPK1_S241,kinase-substrate
PRKCI,PDPK1_S241,kinase-substrate
RPS6KB1,PDPK1_S241,kinase-substrate
PDPK1,PDPK1_S241,kinase-substrate
RPS6KA2,PDPK1_S241,kinase-substrate
RPS6KB2,PDPK1_S241,kinase-substrate
PAK1,PDPK1_S241,kinase-substrate
PRKCT,PDPK1_S241,kinase-substrate
SGK2,PDPK1_S241,kinase-substrate
PRKCB,PRKCE_S729,kinase-substrate
IKBKB,PRKCE_S729,kinase-substrate
RAF1,PRKCE_S729,kinase-substrate
CHUK,PRKCE_S729,kinase-substrate
PAK4,PRKCE_S729,kinase-substrate
PRKCD,PRKCE_S729,kinase-substrate
PDK1,PRKCE_S729,kinase-substrate
PRKCA,PRKCE_S729,kinase-substrate
PRKCE,PRKCE_S729,kinase-substrate
PAK2,PRKCE_S729,kinase-substrate
ARAF,PRKCE_S729,kinase-substrate
CSNK1D,PRKCE_S729,kinase-substrate
PRKCH,PRKCE_S729,kinase-substrate
PRKCT,PRKCE_S729,kinase-substrate
PRKCD,C00114,protein-small_molecule
PRKCD,C00114,protein-small_molecule
PTDSS1,C00114,protein-small_molecule
PTDSS1,C00114,protein-small_molecule
VAMP2,C00114,protein-small_molecule
VAMP2,C00114,protein-small_molecule
PRKCE,C00114,protein-small_molecule
PRKCE,C00114,protein-small_molecule
CSNK2A2,XRCC1_T453,kinase-substrate
CSNK2A1,STX4_S117,kinase-substrate
CCNT2,CDK7,protein-protein
GTF2F1,CDK7,protein-protein
CDK5,CDK7,protein-protein
TCEA1,CDK7,protein-protein
CCNY,CDK7,protein-protein
GTF2F2,CDK7,protein-protein
CDK7_T170,CDK7,phosphosite-protein
CDK7_T170,CDK7,phosphosite-protein
CDK7_T170,CDK7,phosphosite-protein
CDK7_T170,CDK7,phosphosite-protein
CDK7_T170,CDK7,phosphosite-protein
CDK7_T170,CDK7,phosphosite-protein
ERRFI1,EGFR,protein-protein
PRKDC,EGFR,protein-protein
STAT3,EGFR,protein-protein
HSP90AA1,EGFR,protein-protein
STAT5B,EGFR,protein-protein
PTPN1,EGFR,protein-protein
EGFR_T693,EGFR,phosphosite-protein
EGFR_T693,EGFR,phosphosite-protein
EGFR_T693,EGFR,phosphosite-protein
EGFR_T693,EGFR,phosphosite-protein
EGFR_T693,EGFR,phosphosite-protein
CTNNB1,EGFR,protein-protein
SRC,EGFR,protein-protein
CAMK2A,EPB41L2_S87,kinase-substrate
BCKDK_T32,BCKDK,phosphosite-protein
BCKDK_S31,BCKDK,phosphosite-protein
MARK1_S423,MARK1,phosphosite-protein
MARK1_S394,MARK1,phosphosite-protein
MARK1_S399,MARK1,phosphosite-protein
MARK1_S399,MARK1,phosphosite-protein
MARK1_S393,MARK1,phosphosite-protein
RAF1,BRAF,protein-protein
BRAF_S750,BRAF,phosphosite-protein
BRAF_S750,BRAF,phosphosite-protein
BRAF_S750,BRAF,phosphosite-protein
BRAF_S750,BRAF,phosphosite-protein
BRAF_S750,BRAF,phosphosite-protein
BRAF_S750,BRAF,phosphosite-protein
BRAF_S750,BRAF,phosphosite-protein
BRAF_S750,BRAF,phosphosite-protein
BRAF_S750,BRAF,phosphosite-protein
BRAF_T401,BRAF,phosphosite-protein
BRAF_T401,BRAF,phosphosite-protein
BRAF_T401,BRAF,phosphosite-protein
BRAF_T401,BRAF,phosphosite-protein
BRAF_T401,BRAF,phosphosite-protein
BRAF_T401,BRAF,phosphosite-protein
BRAF_T401,BRAF,phosphosite-protein
BRAF_T401,BRAF,phosphosite-protein
MAP2K2,BRAF,protein-protein
YWHAE,BRAF,protein-protein
BRAF_S446,BRAF,phosphosite-protein
BRAF_S446,BRAF,phosphosite-protein
BRAF_S446,BRAF,phosphosite-protein
BRAF_S446,BRAF,phosphosite-protein
BRAF_S446,BRAF,phosphosite-protein
BRAF_S446,BRAF,phosphosite-protein
BRAF_S446,BRAF,phosphosite-protein
BRAF_S446,BRAF,phosphosite-protein
BRAF_S446,BRAF,phosphosite-protein
BRAF_S446,BRAF,phosphosite-protein
BRAF_S446,BRAF,phosphosite-protein
BRAF_S446,BRAF,phosphosite-protein
BRAF_S446,BRAF,phosphosite-protein
BRAF_S446,BRAF,phosphosite-protein
BRAF_S446,BRAF,phosphosite-protein
KSR1,BRAF,protein-protein
YWHAQ,BRAF,protein-protein
YWHAZ,BRAF,protein-protein
BRAF_S729,BRAF,phosphosite-protein
BRAF_S729,BRAF,phosphosite-protein
BRAF_S729,BRAF,phosphosite-protein
BRAF_S729,BRAF,phosphosite-protein
BRAF_S729,BRAF,phosphosite-protein
BRAF_S729,BRAF,phosphosite-protein
BRAF_S729,BRAF,phosphosite-protein
BRAF_S729,BRAF,phosphosite-protein
BRAF_S729,BRAF,phosphosite-protein
BRAF_S729,BRAF,phosphosite-protein
BRAF_S729,BRAF,phosphosite-protein
BRAF_S729,BRAF,phosphosite-protein
BRAF_S365,BRAF,phosphosite-protein
BRAF_S365,BRAF,phosphosite-protein
BRAF_S365,BRAF,phosphosite-protein
BRAF_S365,BRAF,phosphosite-protein
BRAF_S365,BRAF,phosphosite-protein
BRAF_S365,BRAF,phosphosite-protein
BRAF_S365,BRAF,phosphosite-protein
BRAF_S365,BRAF,phosphosite-protein
BRAF_S365,BRAF,phosphosite-protein
BRAF_S365,BRAF,phosphosite-protein
BRAF_S365,BRAF,phosphosite-protein
BRAF_S365,BRAF,phosphosite-protein
BRAF_S365,BRAF,phosphosite-protein
BRAF_S364,BRAF,phosphosite-protein
BRAF_S364,BRAF,phosphosite-protein
BRAF_S364,BRAF,phosphosite-protein
BRAF_S364,BRAF,phosphosite-protein
BRAF_S364,BRAF,phosphosite-protein
BRAF_S364,BRAF,phosphosite-protein
BRAF_S364,BRAF,phosphosite-protein
BRAF_S364,BRAF,phosphosite-protein
BRAF_S364,BRAF,phosphosite-protein
BRAF_S364,BRAF,phosphosite-protein
BRAF_S364,BRAF,phosphosite-protein
BRAF_S364,BRAF,phosphosite-protein
BRAF_S364,BRAF,phosphosite-protein
BRAF_S447,BRAF,phosphosite-protein
BRAF_S447,BRAF,phosphosite-protein
BRAF_S447,BRAF,phosphosite-protein
BRAF_S447,BRAF,phosphosite-protein
BRAF_S447,BRAF,phosphosite-protein
BRAF_S447,BRAF,phosphosite-protein
BRAF_S447,BRAF,phosphosite-protein
BRAF_S447,BRAF,phosphosite-protein
BRAF_S447,BRAF,phosphosite-protein
BRAF_S447,BRAF,phosphosite-protein
BRAF_S447,BRAF,phosphosite-protein
BRAF_S447,BRAF,phosphosite-protein
MAP2K1,BRAF,protein-protein
CDK1,LMNA_S414,kinase-substrate
HIPK2,LMNA_S414,kinase-substrate
PRKCB,LMNA_S414,kinase-substrate
PRKCA,LMNA_S414,kinase-substrate
BCR_S301,BCR,phosphosite-protein
BCR_S301,BCR,phosphosite-protein
BCR_S301,BCR,phosphosite-protein
BCR_S301,BCR,phosphosite-protein
BCR_T310,BCR,phosphosite-protein
BCR_T310,BCR,phosphosite-protein
BCR_T310,BCR,phosphosite-protein
BCR_T310,BCR,phosphosite-protein
BCR_S122,BCR,phosphosite-protein
BCR_S122,BCR,phosphosite-protein
BCR_S122,BCR,phosphosite-protein
BCR_S459,BCR,phosphosite-protein
BCR_S459,BCR,phosphosite-protein
BCR_S459,BCR,phosphosite-protein
CHEK1,EML3_S176,kinase-substrate
PKN2,PDPK1,protein-protein
AKT1,PDPK1,protein-protein
PRKCQ,PDPK1,protein-protein
HSP90AA1,PDPK1,protein-protein
PDPK1_T37,PDPK1,phosphosite-protein
PDPK1_T37,PDPK1,phosphosite-protein
PDPK1_T37,PDPK1,phosphosite-protein
PDPK1_T37,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
PDPK1_S241,PDPK1,phosphosite-protein
SRC,PDPK1,protein-protein
RPS6KA2_S218,RPS6KA2,phosphosite-protein
PDE7B,C00013,protein-small_molecule
PDE7B,C00013,protein-small_molecule
TAF12,C00013,protein-small_molecule
TAF12,C00013,protein-small_molecule
MAPK3,C00013,protein-small_molecule
MAPK3,C00013,protein-small_molecule
GTF2F1,C00013,protein-small_molecule
GTF2F1,C00013,protein-small_molecule
RAF1,C00013,protein-small_molecule
RAF1,C00013,protein-small_molecule
PRKCQ,C00013,protein-small_molecule
PRKCQ,C00013,protein-small_molecule
WNK2,C00013,protein-small_molecule
WNK2,C00013,protein-small_molecule
